date,tier,prize_eur,winners_total,winners_pt,rollover
2015-12-22,2+1,8.81,461542,63444,0
2015-12-22,2+0,4.36,953657,139935,0
2015-12-25,5+2,24895055.30,0,0,1
2015-12-25,5+1,212036.90,7,0,0
2015-12-25,5+0,70678.96,7,2,0
2015-12-25,4+2,2631.66,94,17,0
2015-12-25,4+1,145.07,1492,261,0
2015-12-25,4+0,85.28,2538,399,0
2015-12-25,3+2,40.08,3857,595,0
2015-12-25,2+2,13.69,51941,7377,0
2015-12-25,3+1,11.69,58147,8527,0
2015-12-25,3+0,11.21,102024,14418,0
2015-12-25,1+2,8.00,251145,32840,0
2015-12-25,2+1,7.00,776749,104495,0
2015-12-25,2+0,3.92,1417161,183461,0
2015-12-29,5+2,32342225.20,0,0,1
2015-12-29,5+1,279268.87,4,0,0
2015-12-29,5+0,37235.84,10,0,0
2015-12-29,4+2,6005.78,31,7,0
2015-12-29,4+1,290.90,560,59,0
2015-12-29,4+0,144.29,1129,132,0
2015-12-29,3+2,77.36,1504,193,0
2015-12-29,2+2,22.05,24265,3303,0
2015-12-29,3+1,16.76,30546,4002,0
2015-12-29,3+0,15.02,57321,8052,0
2015-12-29,1+2,10.79,140078,19344,0
2015-12-29,2+1,8.30,493102,70130,0
2015-12-29,2+0,4.59,910781,133485,0
2016-01-01,5+2,42094520.00,0,0,1
2016-01-01,5+1,243807.36,6,0,0
2016-01-01,5+0,48761.47,10,0,0
2016-01-01,4+2,4780.53,51,6,0
2016-01-01,4+1,247.77,861,99,0
2016-01-01,4+0,120.52,1770,203,0
2016-01-01,3+2,55.25,2758,299,0
2016-01-01,2+2,16.85,41595,4981,0
2016-01-01,3+1,16.51,40591,4994,0
2016-01-01,3+0,12.88,87481,13009,0
2016-01-01,1+2,8.36,236672,28990,0
2016-01-01,2+1,8.77,611546,77566,0
2016-01-01,2+0,4.75,1154641,152711,0
2016-01-05,5+2,49900226.80,0,0,1
2016-01-05,5+1,585428.01,2,0,0
2016-01-05,5+0,195142.67,2,0,0
2016-01-05,4+2,3902.85,50,6,0
2016-01-05,4+1,274.51,622,73,0
2016-01-05,4+0,130.54,1308,171,0
2016-01-05,3+2,63.75,1913,275,0
2016-01-05,2+2,21.69,25865,3496,0
2016-01-05,3+1,17.29,31029,4295,0
2016-01-05,3+0,13.85,65145,9309,0
2016-01-05,1+2,12.67,125121,16244,0
2016-01-05,2+1,8.92,481036,67066,0
2016-01-05,2+0,4.30,1019021,145655,0
2016-01-08,5+2,61385481.92,0,0,1
2016-01-08,5+1,0.00,0,0,0
2016-01-08,5+0,382841.83,6,2,0
2016-01-08,4+2,5317.24,54,8,0
2016-01-08,4+1,237.01,1060,179,0
2016-01-08,4+0,124.68,2015,277,0
2016-01-08,3+2,54.99,3263,583,0
2016-01-08,2+2,16.85,48968,8072,0
2016-01-08,3+1,15.35,51438,8346,0
2016-01-08,3+0,13.93,95268,13614,0
2016-01-08,1+2,8.65,269589,41615,0
2016-01-08,2+1,8.11,778540,121557,0
2016-01-08,2+0,4.46,1445469,202395,0
2016-01-12,5+2,69720919.60,0,0,1
2016-01-12,5+1,0.00,0,0,0
2016-01-12,5+0,833543.77,2,0,0
2016-01-12,4+2,4433.74,47,6,0
2016-01-12,4+1,220.21,828,104,0
2016-01-12,4+0,116.21,1569,193,0
2016-01-12,3+2,59.47,2190,299,0
2016-01-12,2+2,19.22,31161,4183,0
2016-01-12,3+1,13.25,43218,6036,0
2016-01-12,3+0,12.39,77736,10218,0
2016-01-12,1+2,10.64,159083,21219,0
2016-01-12,2+1,7.72,593305,84367,0
2016-01-12,2+0,4.10,1141910,154793,0
2016-01-15,5+2,81942690.50,0,0,1
2016-01-15,5+1,458316.40,4,1,0
2016-01-15,5+0,67898.72,9,0,0
2016-01-15,4+2,5178.71,59,6,0
2016-01-15,4+1,293.14,912,110,0
2016-01-15,4+0,122.75,2178,276,0
2016-01-15,3+2,82.34,2319,249,0
2016-01-15,2+2,24.55,35779,3829,0
2016-01-15,3+1,18.85,44558,5349,0
2016-01-15,3+0,13.40,105438,13664,0
2016-01-15,1+2,12.10,205054,24446,0
2016-01-15,2+1,9.89,679503,82191,0
2016-01-15,2+0,4.18,1643761,221725,0
2016-01-19,5+2,91076033.60,0,0,1
2016-01-19,5+1,685000.72,2,0,0
2016-01-19,5+0,50740.79,9,2,0
2016-01-19,4+2,6342.59,36,5,0
2016-01-19,4+1,284.60,702,85,0
2016-01-19,4+0,147.88,1351,144,0
2016-01-19,3+2,64.22,2222,264,0
2016-01-19,2+2,17.97,36527,4397,0
2016-01-19,3+1,17.68,35497,4156,0
2016-01-19,3+0,15.17,69601,8551,0
2016-01-19,1+2,8.44,219676,26753,0
2016-01-19,2+1,9.11,551367,68060,0
2016-01-19,2+0,4.98,1031287,127659,0
2016-01-22,5+2,104897309.10,0,0,1
2016-01-22,5+1,259148.91,8,0,0
2016-01-22,5+0,53158.75,13,1,0
2016-01-22,4+2,4065.08,85,14,0
2016-01-22,4+1,176.29,1715,247,0
2016-01-22,4+0,91.53,3303,424,0
2016-01-22,3+2,64.10,3369,492,0
2016-01-22,2+2,20.28,48970,6983,0
2016-01-22,3+1,12.50,75976,10804,0
2016-01-22,3+0,11.23,142206,19399,0
2016-01-22,1+2,11.36,246945,34748,0
2016-01-22,2+1,7.12,1067097,157364,0
2016-01-22,2+0,3.91,1986302,278994,0
2016-01-26,5+2,116044883.20,0,0,1
2016-01-26,5+1,0.00,0,0,0
2016-01-26,5+0,139344.67,16,2,0
2016-01-26,4+2,5806.02,48,10,0
2016-01-26,4+1,254.27,959,139,0
2016-01-26,4+0,120.95,2016,290,0
2016-01-26,3+2,72.03,2418,337,0
2016-01-26,2+2,20.11,39834,5521,0
2016-01-26,3+1,16.16,47410,7224,0
2016-01-26,3+0,13.84,93067,13432,0
2016-01-26,1+2,10.22,221496,30161,0
2016-01-26,2+1,8.54,717630,105456,0
2016-01-26,2+0,4.45,1406007,202162,0
2016-01-29,5+2,66188316.00,2,0,0
2016-01-29,5+1,408293.68,6,1,0
2016-01-29,5+0,163317.47,5,0,0
2016-01-29,4+2,4209.21,97,12,0
2016-01-29,4+1,187.43,1906,268,0
2016-01-29,4+0,109.58,3260,395,0
2016-01-29,3+2,54.38,4692,586,0
2016-01-29,2+2,17.29,67867,8108,0
2016-01-29,3+1,12.96,86627,10880,0
2016-01-29,3+0,11.83,159592,20938,0
2016-01-29,1+2,9.77,339210,40326,0
2016-01-29,2+1,7.36,1219495,158930,0
2016-01-29,2+0,4.00,2294832,306158,0
2016-02-02,5+2,15000000.00,1,0,0
2016-02-02,5+1,224091.37,5,0,0
2016-02-02,5+0,53355.09,7,0,0
2016-02-02,4+2,3011.98,62,11,0
2016-02-02,4+1,165.55,987,147,0
2016-02-02,4+0,94.88,1722,248,0
2016-02-02,3+2,40.66,2870,529,0
2016-02-02,2+2,14.00,38338,6331,0
2016-02-02,3+1,11.63,44127,6672,0
2016-02-02,3+0,11.12,77614,11232,0
2016-02-02,1+2,8.45,179456,27390,0
2016-02-02,2+1,7.17,572734,82673,0
2016-02-02,2+0,3.88,1080519,155336,0
2016-02-05,5+2,15000000.00,0,0,1
2016-02-05,5+1,778378.24,2,0,0
2016-02-05,5+0,64864.85,8,0,0
2016-02-05,4+2,4324.32,60,8,0
2016-02-05,4+1,255.94,887,138,0
2016-02-05,4+0,136.59,1662,200,0
2016-02-05,3+2,67.42,2405,398,0
2016-02-05,2+2,19.46,38320,5571,0
2016-02-05,3+1,16.70,42708,6318,0
2016-02-05,3+0,14.51,82686,12386,0
2016-02-05,1+2,9.47,222426,30047,0
2016-02-05,2+1,8.96,636653,89283,0
2016-02-05,2+0,4.57,1275854,177973,0
2016-02-09,5+2,21863823.00,0,0,1
2016-02-09,5+1,514786.72,2,0,0
2016-02-09,5+0,21449.44,16,0,0
2016-02-09,4+2,3730.33,46,7,0
2016-02-09,4+1,140.70,1067,134,0
2016-02-09,4+0,79.31,1893,276,0
2016-02-09,3+2,49.24,2178,241,0
2016-02-09,2+2,17.10,28850,3611,0
2016-02-09,3+1,10.87,43410,6183,0
2016-02-09,3+0,10.23,77521,10657,0
2016-02-09,1+2,10.22,136291,16637,0
2016-02-09,2+1,6.67,565603,78806,0
2016-02-09,2+0,3.78,1018989,133717,0
2016-02-12,5+2,32002496.00,1,0,0
2016-02-12,5+1,760400.47,2,0,0
2016-02-12,5+0,33795.57,15,1,0
2016-02-12,4+2,3673.43,69,6,0
2016-02-12,4+1,206.88,1072,167,0
2016-02-12,4+0,117.03,1895,222,0
2016-02-12,3+2,53.93,2937,411,0
2016-02-12,2+2,16.42,44355,6721,0
2016-02-12,3+1,14.38,48456,6492,0
2016-02-12,3+0,13.35,87810,10538,0
2016-02-12,1+2,8.34,246653,39432,0
2016-02-12,2+1,7.74,719586,99874,0
2016-02-12,2+0,4.37,1302875,164149,0
2016-02-16,5+2,15000000.00,0,0,1
2016-02-16,5+1,323686.16,3,0,0
2016-02-16,5+0,40460.77,8,2,0
2016-02-16,4+2,4149.82,39,9,0
2016-02-16,4+1,217.19,652,89,0
2016-02-16,4+0,96.46,1468,185,0
2016-02-16,3+2,73.03,1385,174,0
2016-02-16,2+2,22.65,20540,2665,0
2016-02-16,3+1,15.25,29172,4220,0
2016-02-16,3+0,11.72,63836,9678,0
2016-02-16,1+2,12.30,106888,13999,0
2016-02-16,2+1,8.38,424632,60589,0
2016-02-16,2+0,3.82,952864,144188,0
2016-02-19,5+2,24499668.10,0,0,1
2016-02-19,5+1,1424950.22,1,0,0
2016-02-19,5+0,94996.68,5,1,0
2016-02-19,4+2,3958.19,60,9,0
2016-02-19,4+1,242.47,857,98,0
2016-02-19,4+0,127.40,1631,198,0
2016-02-19,3+2,51.71,2870,403,0
2016-02-19,2+2,14.88,45880,6978,0
2016-02-19,3+1,15.06,43364,5903,0
2016-02-19,3+0,13.26,82805,11072,0
2016-02-19,1+2,7.82,246637,37991,0
2016-02-19,2+1,7.69,678742,98700,0
2016-02-19,2+0,4.22,1265283,176303,0
2016-02-23,5+2,31340088.00,1,0,0
2016-02-23,5+1,1026062.92,1,0,0
2016-02-23,5+0,57003.49,6,0,0
2016-02-23,4+2,4886.01,35,4,0
2016-02-23,4+1,286.65,522,64,0
2016-02-23,4+0,104.49,1432,187,0
2016-02-23,3+2,78.87,1355,172,0
2016-02-23,2+2,22.55,21800,2675,0
2016-02-23,3+1,18.84,24956,3036,0
2016-02-23,3+0,12.38,63850,8462,0
2016-02-23,1+2,11.80,117666,15137,0
2016-02-23,2+1,9.77,385033,47698,0
2016-02-23,2+0,4.00,960766,127912,0
2016-02-26,5+2,15000000.00,1,0,0
2016-02-26,5+1,364156.33,4,0,0
2016-02-26,5+0,26974.54,18,2,0
2016-02-26,4+2,5277.62,46,5,0
2016-02-26,4+1,159.35,1333,236,0
2016-02-26,4+0,69.78,3044,527,0
2016-02-26,3+2,61.88,2452,364,0
2016-02-26,2+2,21.88,31898,4189,0
2016-02-26,3+1,12.84,51988,8126,0
2016-02-26,3+0,9.68,115878,18554,0
2016-02-26,1+2,12.63,156133,19052,0
2016-02-26,2+1,7.82,682446,94802,0
2016-02-26,2+0,3.55,1536951,225927,0
2016-03-01,5+2,15000000.00,0,0,1
2016-03-01,5+1,252849.76,4,0,0
2016-03-01,5+0,37459.22,9,2,0
2016-03-01,4+2,4435.96,38,5,0
2016-03-01,4+1,159.97,922,110,0
2016-03-01,4+0,52.65,2801,342,0
2016-03-01,3+2,68.72,1533,214,0
2016-03-01,2+2,22.66,21383,2878,0
2016-03-01,3+1,14.34,32322,3646,0
2016-03-01,3+0,7.72,100943,13562,0
2016-03-01,1+2,12.83,106733,14505,0
2016-03-01,2+1,8.87,417649,49376,0
2016-03-01,2+0,3.08,1228114,164713,0
2016-03-04,5+2,25106902.70,0,0,1
2016-03-04,5+1,379008.85,4,0,0
2016-03-04,5+0,168448.37,3,0,0
2016-03-04,4+2,3609.60,70,9,0
2016-03-04,4+1,179.45,1232,202,0
2016-03-04,4+0,93.16,2373,367,0
2016-03-04,3+2,54.06,2921,453,0
2016-03-04,2+2,17.99,40373,6055,0
2016-03-04,3+1,12.85,54065,8857,0
2016-03-04,3+0,11.39,102561,14807,0
2016-03-04,1+2,9.98,205617,28799,0
2016-03-04,2+1,7.42,748522,111636,0
2016-03-04,2+0,3.98,1424929,188822,0
2016-03-08,5+2,32079574.70,0,0,1
2016-03-08,5+1,149414.40,7,1,0
2016-03-08,5+0,58105.60,6,0,0
2016-03-08,4+2,2811.56,62,9,0
2016-03-08,4+1,119.06,1281,150,0
2016-03-08,4+0,72.80,2095,243,0
2016-03-08,3+2,40.05,2720,334,0
2016-03-08,2+2,14.80,33855,4272,0
2016-03-08,3+1,9.81,48841,6665,0
2016-03-08,3+0,9.73,82845,10838,0
2016-03-08,1+2,9.20,153832,18625,0
2016-03-08,2+1,6.64,577174,76431,0
2016-03-08,2+0,3.69,1060179,145489,0
2016-03-11,5+2,42155765.40,0,0,1
2016-03-11,5+1,503809.53,3,0,0
2016-03-11,5+0,100761.90,5,0,0
2016-03-11,4+2,6629.07,38,8,0
2016-03-11,4+1,269.78,817,108,0
2016-03-11,4+0,136.98,1609,187,0
2016-03-11,3+2,70.22,2242,324,0
2016-03-11,2+2,20.08,36063,4948,0
2016-03-11,3+1,17.20,40264,5534,0
2016-03-11,3+0,14.74,79039,11024,0
2016-03-11,1+2,9.96,205443,28250,0
2016-03-11,2+1,8.75,632914,88657,0
2016-03-11,2+0,4.52,1253417,179472,0
2016-03-15,5+2,49339785.90,0,0,1
2016-03-15,5+1,538801.53,2,0,0
2016-03-15,5+0,39911.22,9,1,0
2016-03-15,4+2,5282.36,34,3,0
2016-03-15,4+1,228.41,688,80,0
2016-03-15,4+0,103.59,1517,226,0
2016-03-15,3+2,66.06,1699,159,0
2016-03-15,2+2,20.88,24726,2640,0
2016-03-15,3+1,14.02,35211,4683,0
2016-03-15,3+0,10.89,76272,10762,0
2016-03-15,1+2,11.78,123793,13358,0
2016-03-15,2+1,7.71,511992,68118,0
2016-03-15,2+0,3.61,1119057,155868,0
2016-03-18,5+2,59687034.00,1,1,0
2016-03-18,5+1,388021.80,4,0,0
2016-03-18,5+0,51736.24,10,2,0
2016-03-18,4+2,4172.27,62,7,0
2016-03-18,4+1,215.97,1048,97,0
2016-03-18,4+0,100.64,2249,260,0
2016-03-18,3+2,69.68,2320,313,0
2016-03-18,2+2,21.86,34009,4757,0
2016-03-18,3+1,14.19,50124,6440,0
2016-03-18,3+0,11.52,103830,12741,0
2016-03-18,1+2,11.67,179955,26315,0
2016-03-18,2+1,7.86,723314,101099,0
2016-03-18,2+0,3.89,1495041,194325,0
2016-03-22,5+2,15000000.00,0,0,1
2016-03-22,5+1,927462.04,1,0,0
2016-03-22,5+0,38644.25,8,1,0
2016-03-22,4+2,3864.42,40,5,0
2016-03-22,4+1,210.02,644,79,0
2016-03-22,4+0,112.71,1200,145,0
2016-03-22,3+2,44.89,2152,289,0
2016-03-22,2+2,13.68,32483,5295,0
2016-03-22,3+1,14.30,29725,3861,0
2016-03-22,3+0,13.12,54468,6774,0
2016-03-22,1+2,7.33,171245,30229,0
2016-03-22,2+1,7.70,441393,62575,0
2016-03-22,2+0,4.35,798353,101744,0
2016-03-25,5+2,24008506.20,0,0,1
2016-03-25,5+1,450425.31,3,1,0
2016-03-25,5+0,75070.88,6,0,0
2016-03-25,4+2,3464.81,65,14,0
2016-03-25,4+1,209.41,941,99,0
2016-03-25,4+0,118.85,1658,194,0
2016-03-25,3+2,48.67,2892,402,0
2016-03-25,2+2,14.27,45365,6928,0
2016-03-25,3+1,15.14,40899,4898,0
2016-03-25,3+0,13.66,76237,8671,0
2016-03-25,1+2,7.60,240487,37879,0
2016-03-25,2+1,8.09,612183,77661,0
2016-03-25,2+0,4.49,1127804,130362,0
2016-03-29,5+2,30177600.90,0,0,1
2016-03-29,5+1,308454.73,3,0,0
2016-03-29,5+0,51409.12,6,0,0
2016-03-29,4+2,6426.14,24,2,0
2016-03-29,4+1,211.51,638,71,0
2016-03-29,4+0,90.93,1484,177,0
2016-03-29,3+2,79.20,1217,150,0
2016-03-29,2+2,25.25,17557,2193,0
2016-03-29,3+1,14.61,29014,4070,0
2016-03-29,3+0,11.23,63505,8467,0
2016-03-29,1+2,13.44,93192,12008,0
2016-03-29,2+1,8.12,417570,60534,0
2016-03-29,2+0,3.86,898416,123626,0
2016-04-01,5+2,39814044.40,0,0,1
2016-04-01,5+1,289093.30,5,0,0
2016-04-01,5+0,160607.39,3,0,0
2016-04-01,4+2,3885.66,62,5,0
2016-04-01,4+1,211.85,995,103,0
2016-04-01,4+0,107.93,1953,223,0
2016-04-01,3+2,61.43,2451,284,0
2016-04-01,2+2,18.04,38388,4804,0
2016-04-01,3+1,14.49,45694,5560,0
2016-04-01,3+0,12.38,89976,11225,0
2016-04-01,1+2,9.52,205481,28417,0
2016-04-01,2+1,7.97,664310,84735,0
2016-04-01,2+0,4.13,1312419,169563,0
2016-04-05,5+2,46881017.60,0,0,1
2016-04-05,5+1,265011.49,4,0,0
2016-04-05,5+0,35334.86,10,0,0
2016-04-05,4+2,2236.38,79,16,0
2016-04-05,4+1,115.97,1333,188,0
2016-04-05,4+0,77.60,1992,245,0
2016-04-05,3+2,35.09,3146,562,0
2016-04-05,2+2,12.96,39168,6597,0
2016-04-05,3+1,9.64,50357,7780,0
2016-04-05,3+0,9.90,82508,11431,0
2016-04-05,1+2,7.82,183397,30142,0
2016-04-05,2+1,6.39,607490,92755,0
2016-04-05,2+0,3.81,1043040,141238,0
2016-04-08,5+2,57250088.00,0,0,1
2016-04-08,5+1,777680.28,2,0,0
2016-04-08,5+0,74064.78,7,1,0
2016-04-08,4+2,5082.87,51,6,0
2016-04-08,4+1,250.91,904,102,0
2016-04-08,4+0,125.04,1814,213,0
2016-04-08,3+2,76.02,2131,270,0
2016-04-08,2+2,23.19,32132,3881,0
2016-04-08,3+1,16.67,42751,5123,0
2016-04-08,3+0,13.42,89288,11085,0
2016-04-08,1+2,12.41,169589,20817,0
2016-04-08,2+1,8.89,640864,82000,0
2016-04-08,2+0,4.17,1396081,186702,0
2016-04-12,5+2,65001096.00,1,0,0
2016-04-12,5+1,290662.78,4,0,0
2016-04-12,5+0,32295.86,12,3,0
2016-04-12,4+2,5237.16,37,6,0
2016-04-12,4+1,169.38,1001,173,0
2016-04-12,4+0,72.95,2324,363,0
2016-04-12,3+2,63.94,1894,232,0
2016-04-12,2+2,21.77,25589,2834,0
2016-04-12,3+1,13.06,40798,5714,0
2016-04-12,3+0,9.36,95663,14630,0
2016-04-12,1+2,12.05,130635,14607,0
2016-04-12,2+1,8.01,531598,72520,0
2016-04-12,2+0,3.59,1212998,173137,0
2016-04-15,5+2,15000000.00,0,0,1
2016-04-15,5+1,1340631.98,1,0,0
2016-04-15,5+0,89375.46,5,0,0
2016-04-15,4+2,5078.15,44,4,0
2016-04-15,4+1,267.08,732,77,0
2016-04-15,4+0,133.54,1464,146,0
2016-04-15,3+2,66.78,2091,214,0
2016-04-15,2+2,19.41,33093,3943,0
2016-04-15,3+1,16.35,37564,4523,0
2016-04-15,3+0,14.23,72605,8783,0
2016-04-15,1+2,9.67,187673,23317,0
2016-04-15,2+1,8.28,593179,76015,0
2016-04-15,2+0,4.45,1127415,148725,0
2016-04-19,5+2,21367276.40,0,0,1
2016-04-19,5+1,955091.47,1,0,0
2016-04-19,5+0,63672.76,5,2,0
2016-04-19,4+2,2697.99,59,12,0
2016-04-19,4+1,174.98,796,137,0
2016-04-19,4+0,93.73,1486,243,0
2016-04-19,3+2,35.67,2789,466,0
2016-04-19,2+2,12.36,37022,5086,0
2016-04-19,3+1,11.64,37602,5768,0
2016-04-19,3+0,11.07,66465,10386,0
2016-04-19,1+2,7.39,174853,23361,0
2016-04-19,2+1,6.76,517349,76254,0
2016-04-19,2+0,3.88,921075,138895,0
2016-04-22,5+2,30597279.00,0,0,1
2016-04-22,5+1,346125.09,4,0,0
2016-04-22,5+0,92300.02,5,0,0
2016-04-22,4+2,5016.30,46,5,0
2016-04-22,4+1,224.58,899,125,0
2016-04-22,4+0,95.50,2114,278,0
2016-04-22,3+2,71.92,2005,208,0
2016-04-22,2+2,23.98,27657,3065,0
2016-04-22,3+1,16.33,38836,5106,0
2016-04-22,3+0,12.14,87857,12399,0
2016-04-22,1+2,12.73,147238,16729,0
2016-04-22,2+1,9.24,549160,75378,0
2016-04-22,2+0,4.21,1230855,177680,0
2016-04-26,5+2,37322166.40,0,0,1
2016-04-26,5+1,252183.27,4,0,0
2016-04-26,5+0,112081.45,3,0,0
2016-04-26,4+2,5423.29,31,3,0
2016-04-26,4+1,222.21,662,85,0
2016-04-26,4+0,129.15,1139,130,0
2016-04-26,3+2,51.43,2043,294,0
2016-04-26,2+2,15.79,30605,4569,0
2016-04-26,3+1,14.51,31854,4291,0
2016-04-26,3+0,13.49,57617,6884,0
2016-04-26,1+2,8.22,165985,26068,0
2016-04-26,2+1,7.65,483456,67788,0
2016-04-26,2+0,4.38,862971,107307,0
2016-04-29,5+2,47533437.40,0,0,1
2016-04-29,5+1,191461.33,8,2,0
2016-04-29,5+0,72937.65,7,0,0
2016-04-29,4+2,5431.52,47,3,0
2016-04-29,4+1,243.58,917,86,0
2016-04-29,4+0,103.94,2149,214,0
2016-04-29,3+2,79.41,2009,230,0
2016-04-29,2+2,23.84,30776,3225,0
2016-04-29,3+1,16.15,43451,5009,0
2016-04-29,3+0,11.52,102486,12149,0
2016-04-29,1+2,12.86,161195,17291,0
2016-04-29,2+1,8.49,660939,79954,0
2016-04-29,2+0,3.69,1553921,200786,0
2016-05-03,5+2,54692518.40,0,0,1
2016-05-03,5+1,1073862.14,1,0,0
2016-05-03,5+0,51136.29,7,0,0
2016-05-03,4+2,2520.80,71,19,0
2016-05-03,4+1,186.87,838,119,0
2016-05-03,4+0,104.89,1493,243,0
2016-05-03,3+2,38.57,2900,512,0
2016-05-03,2+2,12.07,42604,6422,0
2016-05-03,3+1,13.49,36484,5326,0
2016-05-03,3+0,12.33,67095,10019,0
2016-05-03,1+2,6.53,222486,33421,0
2016-05-03,2+1,7.48,525897,71579,0
2016-05-03,2+0,4.17,964243,134821,0
2016-05-06,5+2,64875522.20,0,0,1
2016-05-06,5+1,381862.64,4,2,0
2016-05-06,5+0,50915.01,10,2,0
2016-05-06,4+2,6209.14,41,5,0
2016-05-06,4+1,269.35,827,97,0
2016-05-06,4+0,133.86,1664,249,0
2016-05-06,3+2,94.53,1683,175,0
2016-05-06,2+2,28.14,26001,2929,0
2016-05-06,3+1,19.93,35124,4307,0
2016-05-06,3+0,14.98,78567,11150,0
2016-05-06,1+2,14.52,142403,16092,0
2016-05-06,2+1,10.55,530426,68468,0
2016-05-06,2+0,4.68,1222213,178310,0
2016-05-10,5+2,73002277.00,1,1,0
2016-05-10,5+1,1219013.18,1,0,0
2016-05-10,5+0,67722.95,6,0,0
2016-05-10,4+2,4955.33,41,8,0
2016-05-10,4+1,279.07,637,113,0
2016-05-10,4+0,129.95,1368,199,0
2016-05-10,3+2,71.94,1765,300,0
2016-05-10,2+2,21.15,27613,4256,0
2016-05-10,3+1,17.17,32530,4996,0
2016-05-10,3+0,14.20,66142,9589,0
2016-05-10,1+2,10.94,150844,23003,0
2016-05-10,2+1,8.72,512239,77765,0
2016-05-10,2+0,4.38,1042147,147403,0
2016-05-13,5+2,15000000.00,0,0,1
2016-05-13,5+1,258521.80,6,0,0
2016-05-13,5+0,25852.18,20,3,0
2016-05-13,4+2,4039.40,64,8,0
2016-05-13,4+1,195.68,1156,143,0
2016-05-13,4+0,66.16,3419,494,0
2016-05-13,3+2,79.12,2042,231,0
2016-05-13,2+2,25.25,29431,3800,0
2016-05-13,3+1,16.25,43727,4912,0
2016-05-13,3+0,9.28,128707,16914,0
2016-05-13,1+2,13.31,157728,20666,0
2016-05-13,2+1,9.60,592167,67443,0
2016-05-13,2+0,3.45,1682415,222259,0
2016-05-17,5+2,21222201.20,0,0,1
2016-05-17,5+1,311110.06,3,0,0
2016-05-17,5+0,51851.67,6,0,0
2016-05-17,4+2,4575.14,34,2,0
2016-05-17,4+1,249.28,546,83,0
2016-05-17,4+0,110.21,1235,274,0
2016-05-17,3+2,75.71,1284,178,0
2016-05-17,2+2,23.45,19066,2559,0
2016-05-17,3+1,16.39,26089,4509,0
2016-05-17,3+0,12.72,56541,10310,0
2016-05-17,1+2,12.38,102016,13596,0
2016-05-17,2+1,8.89,384775,59609,0
2016-05-17,2+0,4.24,824629,132113,0
2016-05-20,5+2,30459054.00,0,0,1
2016-05-20,5+1,0.00,0,0,0
2016-05-20,5+0,923685.28,2,0,0
2016-05-20,4+2,3848.68,60,7,0
2016-05-20,4+1,239.40,844,129,0
2016-05-20,4+0,123.12,1641,228,0
2016-05-20,3+2,53.91,2677,385,0
2016-05-20,2+2,16.01,41450,6122,0
2016-05-20,3+1,15.89,39944,5526,0
2016-05-20,3+0,14.02,76130,10697,0
2016-05-20,1+2,8.63,217358,30828,0
2016-05-20,2+1,8.28,612954,86434,0
2016-05-20,2+0,4.41,1177185,171803,0
2016-05-24,5+2,37111644.10,0,0,1
2016-05-24,5+1,199577.70,5,0,0
2016-05-24,5+0,66525.90,5,0,0
2016-05-24,4+2,3138.01,53,4,0
2016-05-24,4+1,198.26,734,75,0
2016-05-24,4+0,101.62,1432,175,0
2016-05-24,3+2,53.99,1925,252,0
2016-05-24,2+2,17.39,27494,3979,0
2016-05-24,3+1,14.03,32595,4316,0
2016-05-24,3+0,12.01,64024,8593,0
2016-05-24,1+2,9.65,139929,20511,0
2016-05-24,2+1,7.86,465310,66204,0
2016-05-24,2+0,4.04,924835,134344,0
2016-05-27,5+2,47024760.90,0,0,1
2016-05-27,5+1,185870.94,8,1,0
2016-05-27,5+0,33043.72,15,1,0
2016-05-27,4+2,3540.39,70,7,0
2016-05-27,4+1,208.91,1038,94,0
2016-05-27,4+0,102.23,2121,177,0
2016-05-27,3+2,54.32,2851,350,0
2016-05-27,2+2,16.74,42546,5604,0
2016-05-27,3+1,14.31,47605,5658,0
2016-05-27,3+0,11.73,97634,12087,0
2016-05-27,1+2,9.02,223210,29209,0
2016-05-27,2+1,7.99,682322,87889,0
2016-05-27,2+0,4.02,1385056,180896,0
2016-05-31,5+2,54237614.70,0,0,1
2016-05-31,5+1,90160.67,12,2,0
2016-05-31,5+0,40071.40,9,2,0
2016-05-31,4+2,3467.71,52,5,0
2016-05-31,4+1,156.84,1006,133,0
2016-05-31,4+0,89.39,1765,196,0
2016-05-31,3+2,52.44,2149,276,0
2016-05-31,2+2,18.20,28482,3530,0
2016-05-31,3+1,11.81,41960,5451,0
2016-05-31,3+0,11.89,70092,9397,0
2016-05-31,1+2,10.53,139128,17549,0
2016-05-31,2+1,7.19,551311,72570,0
2016-05-31,2+0,4.25,952524,130341,0
2016-06-03,5+2,64670537.90,0,0,1
2016-06-03,5+1,260823.08,6,0,0
2016-06-03,5+0,34776.41,15,3,0
2016-06-03,4+2,3726.04,70,4,0
2016-06-03,4+1,182.86,1248,149,0
2016-06-03,4+0,76.02,3002,323,0
2016-06-03,3+2,66.80,2440,259,0
2016-06-03,2+2,21.91,34219,4007,0
2016-06-03,3+1,14.82,48370,5775,0
2016-06-03,3+0,10.43,115612,15196,0
2016-06-03,1+2,12.25,172915,20041,0
2016-06-03,2+1,8.49,675793,83228,0
2016-06-03,2+0,3.69,1589903,216532,0
2016-06-07,5+2,73037323.80,0,0,1
2016-06-07,5+1,1255017.88,1,0,0
2016-06-07,5+0,104584.82,4,0,0
2016-06-07,4+2,3873.51,54,9,0
2016-06-07,4+1,242.41,755,111,0
2016-06-07,4+0,127.36,1437,173,0
