date,tier,prize_eur,winners_total,winners_pt,rollover
2005-09-30,3+0,19.53,77289,18916,0
2005-09-30,1+2,11.53,281360,69152,0
2005-09-30,2+1,10.36,743875,182899,0
2005-10-07,5+2,7500000.00,2,1,0
2005-10-07,5+1,560592.53,4,2,0
2005-10-07,5+0,79543.53,8,1,0
2005-10-07,4+2,4685.92,97,23,0
2005-10-07,4+1,252.51,1200,277,0
2005-10-07,4+0,114.40,1854,438,0
2005-10-07,3+2,71.77,4222,1123,0
2005-10-07,3+1,26.16,59069,15405,0
2005-10-07,2+2,20.81,64063,18284,0
2005-10-07,3+0,15.53,91671,24128,0
2005-10-07,1+2,10.14,301671,81787,0
2005-10-07,2+1,8.55,849847,229019,0
2005-10-14,5+2,15000000.00,1,0,0
2005-10-14,5+1,1099329.31,2,1,0
2005-10-14,5+0,38996.47,16,1,0
2005-10-14,4+2,4691.30,95,26,0
2005-10-14,4+1,185.69,1600,394,0
2005-10-14,4+0,77.25,2692,556,0
2005-10-14,3+2,65.96,4504,1128,0
2005-10-14,3+1,22.86,66266,17608,0
2005-10-14,2+2,21.50,60800,15933,0
2005-10-14,3+0,12.39,112618,31168,0
2005-10-14,1+2,10.64,281944,72808,0
2005-10-14,2+1,8.25,864074,232890,0
2005-10-21,5+2,15000000.00,0,0,1
2005-10-21,5+1,712536.92,3,1,0
2005-10-21,5+0,75827.40,8,0,0
2005-10-21,4+2,6279.70,69,16,0
2005-10-21,4+1,251.62,1148,291,0
2005-10-21,4+0,110.25,1834,496,0
2005-10-21,3+2,92.17,3134,732,0
2005-10-21,3+1,26.82,54918,15148,0
2005-10-21,2+2,28.39,44765,10785,0
2005-10-21,3+0,15.64,86783,23853,0
2005-10-21,1+2,13.06,223335,51983,0
2005-10-21,2+1,8.94,774843,207942,0
2005-10-28,5+2,24563824.00,0,0,1
2005-10-28,5+1,441566.34,5,1,0
2005-10-28,5+0,156636.71,4,0,0
2005-10-28,4+2,6780.81,66,16,0
2005-10-28,4+1,352.24,847,209,0
2005-10-28,4+0,173.75,1202,286,0
2005-10-28,3+2,86.37,3454,928,0
2005-10-28,3+1,35.59,42750,10304,0
2005-10-28,2+2,23.22,56512,15875,0
2005-10-28,3+0,23.54,59563,13685,0
2005-10-28,1+2,8.47,355384,109816,0
2005-10-28,2+1,10.63,673528,168922,0
2005-11-04,5+2,34611592.90,0,0,1
2005-11-04,5+1,592653.29,4,2,0
2005-11-04,5+0,112123.59,6,2,0
2005-11-04,4+2,8736.90,55,16,0
2005-11-04,4+1,403.46,794,180,0
2005-11-04,4+0,170.40,1316,222,0
2005-11-04,3+2,104.04,3079,663,0
2005-11-04,3+1,39.95,40888,8514,0
2005-11-04,2+2,26.42,53333,13826,0
2005-11-04,3+0,24.20,62207,12917,0
2005-11-04,1+2,10.09,320623,86947,0
2005-11-04,2+1,11.62,661186,151806,0
2005-11-11,5+2,45117030.00,1,0,0
2005-11-11,5+1,1262278.01,2,1,0
2005-11-11,5+0,102346.86,7,0,0
2005-11-11,4+2,6092.07,84,26,0
2005-11-11,4+1,357.23,955,185,0
2005-11-11,4+0,172.17,1387,273,0
2005-11-11,3+2,83.26,4097,1084,0
2005-11-11,3+1,36.43,47759,10456,0
2005-11-11,2+2,20.24,74135,23148,0
2005-11-11,3+0,23.34,68691,13404,0
2005-11-11,1+2,7.67,449135,147208,0
2005-11-11,2+1,10.06,813259,205834,0
2005-11-18,5+2,15000000.00,0,0,1
2005-11-18,5+1,546924.56,4,0,0
2005-11-18,5+0,124166.65,5,3,0
2005-11-18,4+2,8212.08,54,14,0
2005-11-18,4+1,280.75,1053,255,0
2005-11-18,4+0,140.68,1471,331,0
2005-11-18,3+2,112.45,2629,579,0
2005-11-18,3+1,29.92,50389,12626,0
2005-11-18,2+2,33.86,38407,8818,0
2005-11-18,3+0,19.58,70932,16935,0
2005-11-18,1+2,14.23,209712,50285,0
2005-11-18,2+1,9.31,761628,193320,0
2005-11-25,5+2,24557717.10,0,0,1
2005-11-25,5+1,735259.19,3,1,0
2005-11-25,5+0,52163.65,12,3,0
2005-11-25,4+2,3493.10,128,25,0
2005-11-25,4+1,272.21,1095,302,0
2005-11-25,4+0,113.03,1846,497,0
2005-11-25,3+2,59.03,5049,1364,0
2005-11-25,3+1,29.87,50879,14491,0
2005-11-25,2+2,20.08,65311,18173,0
2005-11-25,3+0,17.14,81703,23302,0
2005-11-25,1+2,10.90,276033,72570,0
2005-11-25,2+1,9.57,747406,206611,0
2005-12-02,5+2,34551861.10,0,0,1
2005-12-02,5+1,336082.24,7,1,0
2005-12-02,5+0,95374.69,7,3,0
2005-12-02,4+2,3784.71,126,32,0
2005-12-02,4+1,203.40,1563,443,0
2005-12-02,4+0,82.60,2694,834,0
2005-12-02,3+2,67.41,4716,1188,0
2005-12-02,3+1,24.20,66992,18668,0
2005-12-02,2+2,21.99,63597,15423,0
2005-12-02,3+0,13.62,109642,34065,0
2005-12-02,1+2,9.95,322685,77848,0
2005-12-02,2+1,8.69,877657,231804,0
2005-12-09,5+2,45082261.20,0,0,1
2005-12-09,5+1,422158.78,6,0,0
2005-12-09,5+0,119801.81,6,1,0
2005-12-09,4+2,7779.33,66,12,0
2005-12-09,4+1,293.05,1168,266,0
2005-12-09,4+0,137.23,1746,388,0
2005-12-09,3+2,88.08,3886,922,0
2005-12-09,3+1,30.72,56818,13925,0
2005-12-09,2+2,24.99,60244,15173,0
2005-12-09,3+0,19.27,83483,20290,0
2005-12-09,1+2,10.12,341441,89862,0
2005-12-09,2+1,9.53,861557,219652,0
2005-12-16,5+2,56331937.10,0,0,1
2005-12-16,5+1,346861.37,8,1,0
2005-12-16,5+0,71588.09,11,4,0
2005-12-16,4+2,5983.80,94,23,0
2005-12-16,4+1,257.19,1458,381,0
2005-12-16,4+0,108.24,2425,671,0
2005-12-16,3+2,101.59,3691,812,0
2005-12-16,3+1,26.88,71132,18507,0
2005-12-16,2+2,28.43,58029,12409,0
2005-12-16,3+0,15.72,112057,31000,0
2005-12-16,1+2,13.12,288657,62677,0
2005-12-16,2+1,8.74,1029407,260211,0
2005-12-23,5+2,66205359.80,0,0,1
2005-12-23,5+1,1107020.11,3,0,0
2005-12-23,5+0,117807.88,8,1,0
2005-12-23,4+2,7919.85,85,9,0
2005-12-23,4+1,321.25,1397,273,0
2005-12-23,4+0,150.89,2082,452,0
2005-12-23,3+2,107.57,4172,836,0
2005-12-23,3+1,35.95,63659,13210,0
2005-12-23,2+2,31.04,63603,13145,0
2005-12-23,3+0,19.65,107300,25295,0
2005-12-23,1+2,12.32,376715,77975,0
2005-12-23,2+1,11.02,977130,209928,0
2005-12-30,5+2,77307934.30,0,0,1
2005-12-30,5+1,466812.79,8,3,0
2005-12-30,5+0,105979.12,10,1,0
2005-12-30,4+2,9231.63,82,15,0
2005-12-30,4+1,304.01,1660,355,0
2005-12-30,4+0,128.74,2744,588,0
2005-12-30,3+2,107.03,4715,1018,0
2005-12-30,3+1,33.01,77955,16590,0
2005-12-30,2+2,29.47,75338,17352,0
2005-12-30,3+0,18.89,125541,28268,0
2005-12-30,1+2,12.64,403008,94862,0
2005-12-30,2+1,10.08,1201474,272892,0
2006-01-06,5+2,89502969.30,0,0,1
2006-01-06,5+1,195331.72,21,4,0
2006-01-06,5+0,38802.38,30,10,0
2006-01-06,4+2,4470.32,186,44,0
2006-01-06,4+1,152.32,3639,939,0
2006-01-06,4+0,72.29,5367,1253,0
2006-01-06,3+2,71.21,7784,1789,0
2006-01-06,3+1,20.47,138042,36754,0
2006-01-06,2+2,24.26,100522,22903,0
2006-01-06,3+0,13.28,196048,47003,0
2006-01-06,1+2,11.29,495725,111066,0
2006-01-06,2+1,7.70,1725779,447628,0
2006-01-13,5+2,107489014.50,0,0,1
2006-01-13,5+1,288088.17,21,5,0
2006-01-13,5+0,90360.51,19,2,0
2006-01-13,4+2,4492.01,273,52,0
2006-01-13,4+1,223.25,3662,745,0
2006-01-13,4+0,100.66,5685,1118,0
2006-01-13,3+2,70.07,11667,2196,0
2006-01-13,3+1,26.19,159178,31342,0
2006-01-13,2+2,22.12,162562,31770,0
2006-01-13,3+0,14.82,259194,48765,0
2006-01-13,1+2,10.02,824030,163719,0
2006-01-13,2+1,8.97,2186008,434036,0
2006-01-20,5+2,127461405.00,0,0,1
2006-01-20,5+1,373221.43,18,5,0
2006-01-20,5+0,82889.36,23,5,0
2006-01-20,4+2,5217.44,261,63,0
2006-01-20,4+1,249.06,3645,780,0
2006-01-20,4+0,114.72,5539,1240,0
2006-01-20,3+2,74.12,12248,2737,0
2006-01-20,3+1,29.43,157305,32384,0
2006-01-20,2+2,22.09,180780,41797,0
2006-01-20,3+0,17.48,244081,51066,0
2006-01-20,1+2,9.44,971110,223226,0
2006-01-20,2+1,9.35,2330229,488007,0
2006-01-27,5+2,152882222.80,0,0,1
2006-01-27,5+1,657741.44,13,2,0
2006-01-27,5+0,97061.30,25,1,0
2006-01-27,4+2,7282.51,238,47,0
2006-01-27,4+1,293.12,3942,804,0
2006-01-27,4+0,122.99,6576,1393,0
2006-01-27,3+2,92.49,12493,2757,0
2006-01-27,3+1,30.11,195695,40994,0
2006-01-27,2+2,27.07,187791,39502,0
2006-01-27,3+0,17.05,318416,72903,0
2006-01-27,1+2,11.57,1008632,205776,0
2006-01-27,2+1,9.51,2914433,607746,0
2006-02-03,5+2,61191026.00,3,1,0
2006-02-03,5+1,224419.28,46,17,0
2006-02-03,5+0,43725.09,67,20,0
2006-02-03,4+2,4799.44,436,133,0
2006-02-03,4+1,216.52,6443,1863,0
2006-02-03,4+0,105.21,9281,2710,0
2006-02-03,3+2,84.50,16508,3817,0
2006-02-03,3+1,27.23,261237,61985,0
2006-02-03,2+2,25.80,237895,50569,0
2006-02-03,3+0,17.20,381199,89146,0
2006-02-03,1+2,11.20,1258026,248382,0
2006-02-03,2+1,8.93,3747671,821235,0
2006-02-10,5+2,15000000.00,0,0,1
2006-02-10,5+1,350342.48,10,1,0
2006-02-10,5+0,165702.52,6,1,0
2006-02-10,4+2,9468.71,75,14,0
2006-02-10,4+1,369.58,1281,289,0
2006-02-10,4+0,165.61,2001,510,0
2006-02-10,3+2,113.26,4180,956,0
2006-02-10,3+1,32.66,73925,18433,0
2006-02-10,2+2,31.75,65605,14367,0
2006-02-10,3+0,20.34,109350,28709,0
2006-02-10,1+2,13.08,365503,81282,0
2006-02-10,2+1,10.00,1135640,274430,0
2006-02-17,5+2,27813382.00,1,1,0
2006-02-17,5+1,366762.75,9,2,0
2006-02-17,5+0,93673.19,10,2,0
2006-02-17,4+2,5227.29,128,42,0
2006-02-17,4+1,278.44,1602,376,0
2006-02-17,4+0,133.95,2331,497,0
2006-02-17,3+2,68.47,6514,1688,0
2006-02-17,3+1,28.27,80450,19532,0
2006-02-17,2+2,20.56,95427,24852,0
2006-02-17,3+0,18.37,114096,27208,0
2006-02-17,1+2,9.78,460514,122362,0
2006-02-17,2+1,9.12,1173783,291443,0
2006-02-24,5+2,15000000.00,0,0,1
2006-02-24,5+1,742185.57,4,1,0
2006-02-24,5+0,46804.49,18,3,0
2006-02-24,4+2,3647.10,165,33,0
2006-02-24,4+1,224.49,1787,430,0
2006-02-24,4+0,94.71,2965,674,0
2006-02-24,3+2,52.75,7605,1816,0
2006-02-24,3+1,26.51,77167,18298,0
2006-02-24,2+2,16.13,109371,26177,0
2006-02-24,3+0,15.71,119990,27931,0
2006-02-24,1+2,7.20,562765,139280,0
2006-02-24,2+1,8.94,1075859,254962,0
2006-03-03,5+2,26842719.80,0,0,1
2006-03-03,5+1,297436.93,10,3,0
2006-03-03,5+0,84407.78,10,1,0
2006-03-03,4+2,1348.79,447,106,0
2006-03-03,4+1,149.86,2682,684,0
2006-03-03,4+0,85.59,3287,850,0
2006-03-03,3+2,32.44,12387,3230,0
2006-03-03,3+1,20.87,98219,23389,0
2006-03-03,2+2,13.48,131129,38927,0
2006-03-03,3+0,15.71,120180,26678,0
2006-03-03,1+2,7.02,578030,183059,0
2006-03-03,2+1,7.52,1281199,324211,0
2006-03-10,5+2,39080313.40,0,0,1
2006-03-10,5+1,1035730.19,3,1,0
2006-03-10,5+0,55110.64,16,4,0
2006-03-10,4+2,5476.83,115,31,0
2006-03-10,4+1,242.57,1731,502,0
2006-03-10,4+0,100.69,2919,888,0
2006-03-10,3+2,85.83,4892,1243,0
2006-03-10,3+1,29.82,71795,18938,0
2006-03-10,2+2,26.44,69856,16432,0
2006-03-10,3+0,16.40,120296,33561,0
2006-03-10,1+2,11.12,381242,87106,0
2006-03-10,2+1,9.99,1008281,253634,0
2006-03-17,5+2,51865203.30,0,0,1
2006-03-17,5+1,822820.28,4,0,0
2006-03-17,5+0,133430.31,7,3,0
2006-03-17,4+2,7496.08,89,15,0
2006-03-17,4+1,356.95,1246,237,0
2006-03-17,4+0,163.68,1902,385,0
2006-03-17,3+2,104.13,4271,961,0
2006-03-17,3+1,34.41,65902,14835,0
2006-03-17,2+2,29.02,67413,14915,0
2006-03-17,3+0,20.63,101319,23314,0
2006-03-17,1+2,11.54,389072,89859,0
2006-03-17,2+1,10.34,1031433,240967,0
2006-03-24,5+2,65117841.90,0,0,1
2006-03-24,5+1,313510.43,11,0,0
2006-03-24,5+0,195732.19,5,2,0
2006-03-24,4+2,5974.73,117,22,0
2006-03-24,4+1,291.26,1600,349,0
2006-03-24,4+0,122.96,2653,637,0
2006-03-24,3+2,86.31,5399,1098,0
2006-03-24,3+1,31.24,76058,17360,0
2006-03-24,2+2,25.92,79089,16420,0
2006-03-24,3+0,17.55,124749,31632,0
2006-03-24,1+2,11.03,426425,89736,0
2006-03-24,2+1,10.00,1117509,252239,0
2006-03-31,5+2,75753123.00,1,0,0
2006-03-31,5+1,715464.32,5,0,0
2006-03-31,5+0,92289.62,11,2,0
2006-03-31,4+2,7399.31,98,12,0
2006-03-31,4+1,250.86,1927,429,0
2006-03-31,4+0,117.82,2872,521,0
2006-03-31,3+2,101.43,4766,888,0
2006-03-31,3+1,29.48,83615,18716,0
2006-03-31,2+2,30.12,70602,14691,0
2006-03-31,3+0,17.98,126307,28810,0
2006-03-31,1+2,12.77,382201,79285,0
2006-03-31,2+1,9.45,1227475,284012,0
2006-04-07,5+2,15000000.00,0,0,1
2006-04-07,5+1,915222.84,3,0,0
2006-04-07,5+0,55655.44,14,5,0
2006-04-07,4+2,6183.93,90,21,0
2006-04-07,4+1,244.42,1518,371,0
2006-04-07,4+0,115.02,2258,584,0
2006-04-07,3+2,84.94,4368,926,0
2006-04-07,3+1,26.16,72311,17253,0
2006-04-07,2+2,25.23,64685,14025,0
2006-04-07,3+0,16.63,104847,26280,0
2006-04-07,1+2,11.10,337524,74258,0
2006-04-07,2+1,8.17,1088975,263562,0
2006-04-14,5+2,25915863.00,1,0,0
2006-04-14,5+1,887536.11,3,2,0
2006-04-14,5+0,377802.53,2,1,0
2006-04-14,4+2,4776.26,113,38,0
2006-04-14,4+1,303.38,1186,338,0
2006-04-14,4+0,146.43,1720,443,0
2006-04-14,3+2,68.66,5240,1994,0
2006-04-14,3+1,32.36,56696,16938,0
2006-04-14,2+2,22.00,71956,22060,0
2006-04-14,3+0,19.62,86170,24625,0
2006-04-14,1+2,9.32,389658,109888,0
2006-04-14,2+1,10.52,820135,212792,0
2006-04-21,5+2,15000000.00,0,0,1
2006-04-21,5+1,502185.19,5,3,0
2006-04-21,5+0,101794.29,7,1,0
2006-04-21,4+2,5089.71,100,18,0
2006-04-21,4+1,343.78,987,192,0
2006-04-21,4+0,164.48,1444,295,0
2006-04-21,3+2,76.31,4446,1093,0
2006-04-21,3+1,34.98,49460,11213,0
2006-04-21,2+2,21.37,69853,16728,0
2006-04-21,3+0,20.28,78631,17617,0
2006-04-21,1+2,9.22,371642,91034,0
2006-04-21,2+1,10.62,766439,178999,0
2006-04-28,5+2,6452983.00,4,1,0
2006-04-28,5+1,131382.46,20,10,0
2006-04-28,5+0,31070.17,24,10,0
2006-04-28,4+2,1752.07,304,94,0
2006-04-28,4+1,120.40,2949,858,0
2006-04-28,4+0,72.59,3424,936,0
2006-04-28,3+2,37.20,9544,2401,0
2006-04-28,3+1,18.35,98689,27823,0
2006-04-28,2+2,14.46,107999,26646,0
2006-04-28,3+0,13.73,121502,32367,0
2006-04-28,1+2,7.60,471501,110180,0
2006-04-28,2+1,7.21,1181143,305752,0
2006-05-05,5+2,15000000.00,0,0,1
2006-05-05,5+1,615969.32,4,1,0
2006-05-05,5+0,174802.10,4,0,0
2006-05-05,4+2,4624.39,108,31,0
2006-05-05,4+1,230.10,1447,387,0
2006-05-05,4+0,101.68,2292,572,0
2006-05-05,3+2,80.28,4147,1004,0
2006-05-05,3+1,25.71,66046,17544,0
2006-05-05,2+2,24.79,59092,14537,0
2006-05-05,3+0,14.35,109050,28900,0
2006-05-05,1+2,10.94,307219,75021,0
2006-05-05,2+1,8.71,916458,233349,0
2006-05-12,5+2,12820188.00,2,1,0
2006-05-12,5+1,233631.29,11,7,0
2006-05-12,5+0,48620.56,15,5,0
2006-05-12,4+2,3276.31,159,61,0
2006-05-12,4+1,171.75,2022,697,0
2006-05-12,4+0,95.59,2543,755,0
2006-05-12,3+2,55.69,6236,2020,0
2006-05-12,3+1,22.81,77618,22871,0
2006-05-12,2+2,18.62,82046,24345,0
2006-05-12,3+0,16.60,98291,27043,0
2006-05-12,1+2,9.04,387938,109128,0
2006-05-12,2+1,7.97,1044778,288792,0
2006-05-19,5+2,15000000.00,1,0,0
2006-05-19,5+1,1248252.68,2,0,0
2006-05-19,5+0,236155.91,3,1,0
2006-05-19,4+2,6325.60,80,18,0
2006-05-19,4+1,259.11,1302,290,0
2006-05-19,4+0,141.58,1668,350,0
2006-05-19,3+2,68.51,4924,1150,0
2006-05-19,3+1,27.06,63577,14435,0
2006-05-19,2+2,19.41,76464,18536,0
2006-05-19,3+0,18.64,85053,19319,0
2006-05-19,1+2,8.50,400849,100527,0
2006-05-19,2+1,8.52,950305,222481,0
2006-05-26,5+2,7500000.00,2,2,0
2006-05-26,5+1,263416.64,9,3,0
2006-05-26,5+0,39575.31,17,9,0
2006-05-26,4+2,4004.64,120,35,0
2006-05-26,4+1,252.65,1268,314,0
2006-05-26,4+0,109.82,2042,552,0
2006-05-26,3+2,56.66,5654,1437,0
2006-05-26,3+1,30.61,53374,12572,0
2006-05-26,2+2,16.72,84289,20437,0
2006-05-26,3+0,18.03,83496,20451,0
2006-05-26,1+2,7.15,452315,108589,0
2006-05-26,2+1,9.55,804594,190512,0
2006-06-02,5+2,15000000.00,0,0,1
2006-06-02,5+1,394788.87,6,0,0
2006-06-02,5+0,112034.68,6,3,0
2006-06-02,4+2,5784.92,83,14,0
2006-06-02,4+1,313.82,1020,214,0
2006-06-02,4+0,132.50,1691,370,0
2006-06-02,3+2,81.88,3909,964,0
2006-06-02,3+1,31.50,51821,12304,0
2006-06-02,2+2,24.14,58332,14296,0
2006-06-02,3+0,16.90,88986,21152,0
2006-06-02,1+2,9.89,326780,82562,0
2006-06-02,2+1,9.82,781747,186256,0
2006-06-09,5+2,25187106.00,0,0,1
2006-06-09,5+1,268609.02,9,3,0
2006-06-09,5+0,85755.24,8,4,0
2006-06-09,4+2,4224.39,116,36,0
2006-06-09,4+1,230.38,1418,410,0
2006-06-09,4+0,96.48,2370,743,0
2006-06-09,3+2,59.98,5446,1607,0
2006-06-09,3+1,25.66,64911,18765,0
2006-06-09,2+2,19.80,72578,19322,0
2006-06-09,3+0,14.33,107098,31641,0
2006-06-09,1+2,9.06,363887,93464,0
2006-06-09,2+1,8.87,883155,242905,0
2006-06-16,5+2,35662151.00,0,0,1
2006-06-16,5+1,209527.78,12,1,0
2006-06-16,5+0,59460.58,12,1,0
2006-06-16,4+2,5046.16,101,29,0
2006-06-16,4+1,235.95,1440,384,0
2006-06-16,4+0,107.62,2210,652,0
2006-06-16,3+2,80.59,61545,1055,0
2006-06-16,3+1,28.15,61545,15869,0
2006-06-16,2+2,25.92,57670,13566,0
2006-06-16,3+0,17.13,93201,24125,0
2006-06-16,1+2,10.77,318596,74800,0
2006-06-16,2+1,9.74,836885,198148,0
2006-06-23,5+2,46811686.00,0,0,1
2006-06-23,5+1,391601.02,7,3,0
2006-06-23,5+0,97238.76,8,4,0
2006-06-23,4+2,4831.74,115,43,0
2006-06-23,4+1,237.76,1558,588,0
2006-06-23,4+0,101.88,2545,1010,0
2006-06-23,3+2,78.00,4749,1123,0
2006-06-23,3+1,30.69,61545,15790,0
2006-06-23,2+2,22.44,72633,17039,0
2006-06-23,3+0,18.48,94208,23439,0
2006-06-23,1+2,9.31,401754,95540,0
2006-06-23,2+1,10.23,868232,202005,0
2006-06-30,5+2,58765946.90,0,0,1
2006-06-30,5+1,1003962.56,3,1,0
2006-06-30,5+0,122103.55,7,2,0
2006-06-30,4+2,6293.99,97,20,0
2006-06-30,4+1,300.59,1354,387,0
2006-06-30,4+0,146.78,1941,463,0
2006-06-30,3+2,106.93,3806,825,0
2006-06-30,3+1,31.26,66396,16412,0
2006-06-30,2+2,32.08,55809,11952,0
2006-06-30,3+0,19.54,97889,22985,0
2006-06-30,1+2,13.67,300685,62536,0
2006-06-30,2+1,9.26,1054483,257097,0
2006-07-07,5+2,34204133.00,2,0,0
2006-07-07,5+1,249486.56,13,1,0
2006-07-07,5+0,102267.01,9,0,0
2006-07-07,4+2,3478.46,189,39,0
2006-07-07,4+1,206.93,2118,405,0
2006-07-07,4+0,116.30,2638,447,0
2006-07-07,3+2,57.06,7680,1593,0
2006-07-07,3+1,25.36,88116,17794,0
2006-07-07,2+2,16.90,114047,24395,0
2006-07-07,3+0,18.59,110796,21543,0
2006-07-07,1+2,7.66,577658,126233,0
2006-07-07,2+1,8.32,1263885,269114,0
2006-07-14,5+2,15000000.00,0,0,1
2006-07-14,5+1,0.00,0,0,0
2006-07-14,5+0,370709.49,8,5,0
2006-07-14,4+2,4729.94,99,17,0
2006-07-14,4+1,300.45,1039,233,0
2006-07-14,4+0,102.20,2138,494,0
2006-07-14,3+2,68.79,4538,986,0
2006-07-14,3+1,31.46,50606,11442,0
2006-07-14,2+2,20.69,66386,14729,0
2006-07-14,3+0,15.57,94232,22724,0
2006-07-14,1+2,8.87,355221,83666,0
2006-07-14,2+1,9.87,758390,175113,0
2006-07-21,5+2,25042525.00,1,0,0
2006-07-21,5+1,592212.25,4,3,0
2006-07-21,5+0,74693.43,9,2,0
2006-07-21,4+2,6488.81,74,27,0
2006-07-21,4+1,304.29,1052,265,0
2006-07-21,4+0,117.44,1908,497,0
2006-07-21,3+2,93.65,3418,860,0
2006-07-21,3+1,29.41,55502,14204,0
2006-07-21,2+2,28.51,49401,12495,0
2006-07-21,3+0,15.76,95427,25420,0
2006-07-21,1+2,12.23,264292,66394,0
2006-07-21,2+1,9.31,824782,215163,0
2006-07-28,5+2,15000000.00,0,0,1
2006-07-28,5+1,1135174.43,2,0,0
2006-07-28,5+0,49560.63,13,0,0
2006-07-28,4+2,5002.23,92,20,0
2006-07-28,4+1,193.81,1583,331,0
2006-07-28,4+0,96.39,2228,430,0
2006-07-28,3+2,83.62,3669,725,0
2006-07-28,3+1,24.00,65170,14517,0
2006-07-28,2+2,26.95,50072,10951,0
2006-07-28,3+0,14.78,97551,21475,0
2006-07-28,1+2,12.47,248311,54807,0
2006-07-28,2+1,8.21,896753,211928,0
2006-08-04,5+2,24977576.30,0,0,1
2006-08-04,5+1,586750.73,4,0,0
2006-08-04,5+0,222013.79,3,1,0
2006-08-04,4+2,4031.72,118,26,0
2006-08-04,4+1,282.92,1121,270,0
2006-08-04,4+0,139.63,1590,349,0
2006-08-04,3+2,59.77,5306,1278,0
2006-08-04,3+1,29.91,54067,13674,0
2006-08-04,2+2,16.63,83882,22776,0
2006-08-04,3+0,17.58,84763,22797,0
2006-08-04,1+2,7.02,455706,118551,0
2006-08-04,2+1,9.14,832244,220307,0
2006-08-11,5+2,35197613.70,0,0,1
2006-08-11,5+1,0.00,0,0,0
2006-08-11,5+0,445391.92,7,1,0
2006-08-11,4+2,6393.18,77,15,0
2006-08-11,4+1,365.86,897,210,0
2006-08-11,4+0,167.07,1375,333,0
2006-08-11,3+2,85.88,3821,991,0
2006-08-11,3+1,36.34,46056,10295,0
2006-08-11,2+2,21.97,65710,18037,0
2006-08-11,3+0,23.79,64830,13858,0
2006-08-11,1+2,8.42,393400,118262,0
2006-08-11,2+1,10.07,781822,188852,0
2006-08-18,5+2,45929070.60,0,0,1
2006-08-18,5+1,866860.32,3,0,0
2006-08-18,5+0,73800.27,10,1,0
2006-08-18,4+2,8785.74,60,7,0
2006-08-18,4+1,357.87,982,195,0
2006-08-18,4+0,154.52,1592,334,0
2006-08-18,3+2,105.31,3337,750,0
2006-08-18,3+1,33.04,54231,12752,0
2006-08-18,2+2,32.32,47840,10934,0
2006-08-18,3+0,20.11,82116,18708,0
2006-08-18,1+2,13.62,260450,59778,0
2006-08-18,2+1,9.76,863346,214165,0
2006-08-25,5+2,57414511.00,1,0,0
2006-08-25,5+1,475698.88,6,0,0
2006-08-25,5+0,101246.72,8,0,0
2006-08-25,4+2,7513.67,77,13,0
2006-08-25,4+1,303.46,1271,327,0
2006-08-25,4+0,147.53,1830,426,0
2006-08-25,3+2,98.64,3910,908,0
2006-08-25,3+1,33.54,58648,13787,0
2006-08-25,2+2,28.45,59632,13839,0
2006-08-25,3+0,20.43,88704,21093,0
2006-08-25,1+2,12.05,323239,73327,0
2006-08-25,2+1,10.36,893467,205603,0
2006-09-01,5+2,15000000.00,0,0,1
2006-09-01,5+1,337100.58,7,3,0
2006-09-01,5+0,55803.81,12,2,0
2006-09-01,4+2,5034.93,95,14,0
2006-09-01,4+1,236.55,1348,292,0
2006-09-01,4+0,96.46,2314,531,0
2006-09-01,3+2,85.90,3712,887,0
2006-09-01,3+1,25.43,63942,15378,0
2006-09-01,2+2,26.51,52920,12381,0
2006-09-01,3+0,14.46,103584,25455,0
2006-09-01,1+2,12.20,263868,61512,0
2006-09-01,2+1,8.70,878940,211524,0
2006-09-08,5+2,25256581.60,0,0,1
2006-09-08,5+1,406808.36,6,0,0
2006-09-08,5+0,230891.23,3,1,0
2006-09-08,4+2,6184.58,80,21,0
2006-09-08,4+1,246.15,1340,310,0
2006-09-08,4+0,117.14,1971,460,0
2006-09-08,3+2,85.29,3867,896,0
2006-09-08,3+1,26.27,64022,16197,0
2006-09-08,2+2,26.32,55137,12522,0
2006-09-08,3+0,16.12,96161,24297,0
2006-09-08,1+2,12.40,268461,59191,0
2006-09-08,2+1,8.40,941652,240085,0
2006-09-15,5+2,35980458.20,0,0,1
2006-09-15,5+1,649507.80,4,3,0
2006-09-15,5+0,67025.37,11,4,0
2006-09-15,4+2,5485.70,96,21,0
2006-09-15,4+1,218.60,1606,411,0
2006-09-15,4+0,95.81,2565,659,0
2006-09-15,3+2,85.02,4129,890,0
2006-09-15,3+1,25.37,70567,17053,0
2006-09-15,2+2,27.09,57017,11644,0
2006-09-15,3+0,14.54,113465,30908,0
2006-09-15,1+2,11.77,301136,61172,0
2006-09-15,2+1,9.12,922989,211727,0
2006-09-22,5+2,47213249.80,0,0,1
2006-09-22,5+1,553842.34,5,0,0
2006-09-22,5+0,261952.46,3,1,0
2006-09-22,4+2,6035.77,93,18,0
2006-09-22,4+1,297.23,1259,321,0
2006-09-22,4+0,137.07,1911,414,0
2006-09-22,3+2,97.93,3821,803,0
2006-09-22,3+1,33.65,56705,12350,0
2006-09-22,2+2,26.49,62140,13238,0
2006-09-22,3+0,20.06,87665,18853,0
2006-09-22,1+2,10.97,344443,74547,0
2006-09-22,2+1,10.10,889066,201220,0
2006-09-29,5+2,59132969.20,0,0,1
2006-09-29,5+1,250022.43,12,3,0
2006-09-29,5+0,29359.57,29,3,0
